Category;Test Case ID;Test Case Description;PreRequisites;Steps;Test Procedures - Steps to Perform;Test Procedures - Step Expected Result;Test Case Expected Result;Actual Result;Status;Type;Note;Platform
Music Search & Playback;FT07-003;Successful Playlist Deletion - Confirmation & BR21 Cleanup;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;3;"(Backend) Verify the playlist document is removed from the ""Playlists"" collection using its [PlaylistID].";BR21.1: DeleteFromDatabase is successful;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Passed;Automation;BR20 (Confirm) & BR21. Happy Path: Confirms full deletion flow, including database removal and UI cleanup.;Frontend/Backend
Music Search & Playback;FT07-003;Successful Playlist Deletion - Confirmation & BR21 Cleanup;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;4;Observe the UI (e.g., My Library screen).;BR21.2: Remove deleted playlist item from UI;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Passed;Automation;BR20 (Confirm) & BR21. Happy Path: Confirms full deletion flow, including database removal and UI cleanup.;Frontend/Backend
Music Search & Playback;FT07-003;Successful Playlist Deletion - Confirmation & BR21 Cleanup;User is logged in, viewing a playlist whose [OwnerID] IS the getCurrentUserUID().;5;Observe the success notification area.;BR21.3: Display MSG_19;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Playlist is successfully deleted from the database (BR21.1), removed from the UI (BR21.2), and the success message (MSG_19) is displayed (BR21.3).;Passed;Automation;BR20 (Confirm) & BR21. Happy Path: Confirms full deletion flow, including database removal and UI cleanup.;Frontend/Backend
Music Search & Playback;FT08-001;Successful Song Addition (No Duplicate) & BR25 Execution/Post-Process;"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist DOES NOT contain the SongID. Target playlist is owned by the current user.";1;"Click ""Add to Playlist"" on a song item";BR23: Playlist list is displayed (not empty);Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Passed;Automation;BR24 (Else) & BR25. Happy Path: Confirms no-duplicate check bypasses and successful database update/post-process.;Frontend/Backend
Music Search & Playback;FT08-001;Successful Song Addition (No Duplicate) & BR25 Execution/Post-Process;"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist DOES NOT contain the SongID. Target playlist is owned by the current user.";2;Select a target playlist from the list;BR24: checkSongInPlaylist = FALSE (Proceed to ExecuteAddition);Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Passed;Automation;BR24 (Else) & BR25. Happy Path: Confirms no-duplicate check bypasses and successful database update/post-process.;Frontend/Backend
Music Search & Playback;FT08-001;Successful Song Addition (No Duplicate) & BR25 Execution/Post-Process;"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist DOES NOT contain the SongID. Target playlist is owned by the current user.";3;"(Backend) Verify SongID is added to ""PlaylistSongs"" collection";BR25.1: AddSongToPlaylist is successful;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Passed;Automation;BR24 (Else) & BR25. Happy Path: Confirms no-duplicate check bypasses and successful database update/post-process.;Frontend/Backend
Music Search & Playback;FT08-001;Successful Song Addition (No Duplicate) & BR25 Execution/Post-Process;"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist DOES NOT contain the SongID. Target playlist is owned by the current user.";4;(Backend) Verify SongCount is incremented by 1 for the target playlist;BR25.2: SongCount is incremented;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Passed;Automation;BR24 (Else) & BR25. Happy Path: Confirms no-duplicate check bypasses and successful database update/post-process.;Frontend/Backend
Music Search & Playback;FT08-001;Successful Song Addition (No Duplicate) & BR25 Execution/Post-Process;"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist DOES NOT contain the SongID. Target playlist is owned by the current user.";5;Observe UI notification;Post-Process: Display MSG_21;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Song is successfully added to the target playlist (BR25.1), the playlist SongCount is incremented (BR25.2), and the success message (MSG_21) is displayed.;Passed;Automation;BR24 (Else) & BR25. Happy Path: Confirms no-duplicate check bypasses and successful database update/post-process.;Frontend/Backend
Music Search & Playback;FT08-002;Duplicate Song Check - Show Checked Button (Addition Aborted);"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist ALREADY contains the SongID. Target playlist is owned by the current user.";1;"Click ""Add to Playlist"" on a song item";BR23: Playlist list is displayed (not empty);The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process for that item.;The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process.;Passed;Automation;BR24 (If). Duplicate Handling: Confirms visual feedback for existing song and prevents re-addition.;Frontend/Backend
Music Search & Playback;FT08-002;Duplicate Song Check - Show Checked Button (Addition Aborted);"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist ALREADY contains the SongID. Target playlist is owned by the current user.";2;Observe the duplicate playlist item in the selection list;BR24: checkSongInPlaylist = TRUE;The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process for that item.;The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process.;Passed;Automation;BR24 (If). Duplicate Handling: Confirms visual feedback for existing song and prevents re-addition.;Frontend/Backend
Music Search & Playback;FT08-002;Duplicate Song Check - Show Checked Button (Addition Aborted);"User is logged in, a song item is selected, ""Add to Playlist"" list is displayed, Target playlist ALREADY contains the SongID. Target playlist is owned by the current user.";3;Observe the button/icon next to the duplicate playlist;BR24: Show the checked button on that playlist;The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process for that item.;The system detects the song is a duplicate (BR24), displays a visual indicator (e.g., a checked button) on the duplicate playlist item, and aborts the addition process.;Passed;Automation;BR24 (If). Duplicate Handling: Confirms visual feedback for existing song and prevents re-addition.;Frontend/Backend
Music Search & Playback;FT08-003;Playlist List Retrieval - Empty List - MSG_20;User is logged in, a song item is selected, Current user HAS NO Playlists (My Playlists list is empty).;1;"Click ""Add to Playlist"" on a song item";BR23: Get list of Playlists(UserUID);"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed instead of the list.";"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed.";Passed;Automation;BR23 (If). Retrieval Failure: Checks for the case where the user has no playlists (MSG_20). (Requires setup of a user with 0 playlists.);Frontend/Backend
Music Search & Playback;FT08-003;Playlist List Retrieval - Empty List - MSG_20;User is logged in, a song item is selected, Current user HAS NO Playlists (My Playlists list is empty).;2;Observe the UI area where the playlist selection list should appear;BR23: FilteredPlaylists = empty;"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed instead of the list.";"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed.";Passed;Automation;BR23 (If). Retrieval Failure: Checks for the case where the user has no playlists (MSG_20). (Requires setup of a user with 0 playlists.);Frontend/Backend
Music Search & Playback;FT08-003;Playlist List Retrieval - Empty List - MSG_20;User is logged in, a song item is selected, Current user HAS NO Playlists (My Playlists list is empty).;3;Observe UI notification;"MSG_20 is displayed (e.g., ""No Playlists Available"" or similar)";"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed instead of the list.";"The system retrieves an empty list of user-owned playlists (BR23), and the corresponding ""No Playlists"" message (MSG_20) is displayed.";Passed;Automation;BR23 (If). Retrieval Failure: Checks for the case where the user has no playlists (MSG_20). (Requires setup of a user with 0 playlists.);Frontend/Backend
Music Search & Playback;FT08-004;Playlist Visibility Check - Hide Non-Owner Playlists;User is logged in, a song item is selected, User has ONE owned playlist and ONE non-owned (e.g., public/shared) playlist in the database.;1;"Click ""Add to Playlist"" on a song item";BR23: Get list of Playlists(UserUID) is successful;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;Passed;Automation;BR22. Visibility/Security Check: Ensures only the user's own playlists are available as targets. (Requires setup of a non-owned/shared playlist in the database.);Frontend/Backend
Music Search & Playback;FT08-004;Playlist Visibility Check - Hide Non-Owner Playlists;User is logged in, a song item is selected, User has ONE owned playlist and ONE non-owned (e.g., public/shared) playlist in the database.;2;Observe the displayed selection list;BR22: Non-owned playlist item is NOT visible;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;Passed;Automation;BR22. Visibility/Security Check: Ensures only the user's own playlists are available as targets. (Requires setup of a non-owned/shared playlist in the database.);Frontend/Backend
Music Search & Playback;FT08-004;Playlist Visibility Check - Hide Non-Owner Playlists;User is logged in, a song item is selected, User has ONE owned playlist and ONE non-owned (e.g., public/shared) playlist in the database.;3;Verify that only the user-owned playlist is listed as a valid target;BR22: Only the user-owned playlist is displayed;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;The selection list only displays the playlist owned by the current user (BR22: Else), and the non-owned playlist is correctly hidden (BR22: If).;Passed;Automation;BR22. Visibility/Security Check: Ensures only the user's own playlists are available as targets. (Requires setup of a non-owned/shared playlist in the database.);Frontend/Backend
Music Search & Playback;FT09-001;Permission Check - Hide Remove Button for Non-Owner (Security);User is logged in, viewing a playlist whose OwnerID is NOT getCurrentUserUID(). Playlist contains songs.;1;Observe the UI for Remove buttons/options next to the songs in the playlist.;BR26: Remove buttons/options are HIDDEN;The Remove button/option is correctly hidden from the UI for users who do not own the playlist, preventing unauthorized deletion (BR26).;The Remove button/option is correctly hidden from the UI for users who do not own the playlist, preventing unauthorized deletion (BR26).;Not Run;BR26. Security Check: Ensures non-owners cannot see removal options. (Requires setup of a non-owned playlist with content.);Frontend;
Music Search & Playback;FT09-001;Permission Check - Hide Remove Button for Non-Owner (Security);User is logged in, viewing a playlist whose OwnerID is NOT getCurrentUserUID(). Playlist contains songs.;2;Attempt to perform a removal action via any means (e.g., context menu, keyboard shortcut) if applicable.;Removal process is aborted or options are inactive;The Remove button/option is correctly hidden from the UI for users who do not own the playlist, preventing unauthorized deletion (BR26).;The Remove button/option is correctly hidden from the UI for users who do not own the playlist, preventing unauthorized deletion (BR26).;Not Run;BR26. Security Check: Ensures non-owners cannot see removal options. (Requires setup of a non-owned playlist with content.);Frontend;
Music Search & Playback;FT09-002;Removal Confirmation Dialog - Cancellation - Abort Process (BR27);User is logged in, viewing an owned playlist. Playlist contains the SongID.;1;Click the Remove button next to the target song.;BR27: Display MSG_22 Confirmation Dialog;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27), leaving the song in the playlist.;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27).;Not Run;BR27 (Cancel). UX Check: Ensures the confirmation dialog is displayed, and cancellation safely aborts the process.;Frontend;
Music Search & Playback;FT09-002;Removal Confirmation Dialog - Cancellation - Abort Process (BR27);User is logged in, viewing an owned playlist. Playlist contains the SongID.;2;Observe the confirmation dialog.;Dialog displays the confirmation prompt (MSG_22) and Yes/Cancel options.;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27), leaving the song in the playlist.;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27).;Not Run;BR27 (Cancel). UX Check: Ensures the confirmation dialog is displayed, and cancellation safely aborts the process.;Frontend;
Music Search & Playback;FT09-002;Removal Confirmation Dialog - Cancellation - Abort Process (BR27);User is logged in, viewing an owned playlist. Playlist contains the SongID.;3;Select Cancel from the dialog.;BR27: CloseDialog() and Abort Process;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27), leaving the song in the playlist.;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27).;Not Run;BR27 (Cancel). UX Check: Ensures the confirmation dialog is displayed, and cancellation safely aborts the process.;Frontend;
Music Search & Playback;FT09-002;Removal Confirmation Dialog - Cancellation - Abort Process (BR27);User is logged in, viewing an owned playlist. Playlist contains the SongID.;4;Observe the screen state and persistence of the song item.;Song item remains in the UI and is accessible;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27), leaving the song in the playlist.;The confirmation dialog (MSG_22) is displayed. User selects Cancel, the dialog closes, and the removal process is aborted (BR27).;Not Run;BR27 (Cancel). UX Check: Ensures the confirmation dialog is displayed, and cancellation safely aborts the process.;Frontend;
Music Search & Playback;FT09-003;Successful Song Removal & BR28 Data Update/Synchronization (Confirm);User is logged in, viewing an owned playlist. Playlist contains the SongID.;1;Click the Remove button next to the target song.;BR27: Display MSG_22 Confirmation Dialog;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Not Run;BR27 (Confirm) & BR28. Happy Path: Confirms full removal flow, including database transaction and UI synchronization.;Frontend/Backend;
Music Search & Playback;FT09-003;Successful Song Removal & BR28 Data Update/Synchronization (Confirm);User is logged in, viewing an owned playlist. Playlist contains the SongID.;2;Select Confirm (Yes) from the dialog.;BR27: Proceed to ExecuteRemoval;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Not Run;BR27 (Confirm) & BR28. Happy Path: Confirms full removal flow, including database transaction and UI synchronization.;Frontend/Backend;
Music Search & Playback;FT09-003;Successful Song Removal & BR28 Data Update/Synchronization (Confirm);User is logged in, viewing an owned playlist. Playlist contains the SongID.;3;(Backend) Verify the song is removed from the PlaylistSongs collection using its SongID.;BR28.1: RemoveFromDatabase is successful;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Not Run;BR27 (Confirm) & BR28. Happy Path: Confirms full removal flow, including database transaction and UI synchronization.;Frontend/Backend;
Music Search & Playback;FT09-003;Successful Song Removal & BR28 Data Update/Synchronization (Confirm);User is logged in, viewing an owned playlist. Playlist contains the SongID.;4;(Backend) Verify the playlist SongCount is decremented by 1.;BR28.2: SongCount is decremented;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Not Run;BR27 (Confirm) & BR28. Happy Path: Confirms full removal flow, including database transaction and UI synchronization.;Frontend/Backend;
Music Search & Playback;FT09-003;Successful Song Removal & BR28 Data Update/Synchronization (Confirm);User is logged in, viewing an owned playlist. Playlist contains the SongID.;5;Observe the UI of the playlist screen.;Post-Process: Song item is removed from UI;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Song is successfully removed from the database (BR28.1), the playlist SongCount is decremented (BR28.2), the song item is removed from the UI, and the success message (MSG_23) is displayed.;Not Run;BR27 (Confirm) & BR28. Happy Path: Confirms full removal flow, including database transaction and UI synchronization.;Frontend/Backend;
Music Search & Playback;FT10-001;"Permission Check - Hide ""Edit"" Button for Non-Owner (Security)";User is logged in, viewing a playlist whose  [OwnerID]  is NOT the  getCurrentUserUID() .;1;"Observe the UI for the ""Edit"" button/option on the playlist details screen.";"BR28: ""Edit"" button is HIDDEN";"The ""Edit"" button is correctly hidden/disabled for users who do not own the playlist, preventing unauthorized access to the Edit Form (BR28).";The Edit button is correctly hidden/disabled for users who do not own the playlist, preventing unauthorized access to the Edit Form (BR28).;Passed;Automation;BR28. Security Check: Ensures non-owners cannot see edit options. (Requires setup of a non-owned playlist.);Frontend
Music Search & Playback;FT10-001;"Permission Check - Hide ""Edit"" Button for Non-Owner (Security)";User is logged in, viewing a playlist whose  [OwnerID]  is NOT the  getCurrentUserUID() .;2;Attempt to navigate to the Edit Form via any means (e.g., direct URL/context menu) if applicable.;Access denied/error page, or action fails silently;"The ""Edit"" button is correctly hidden/disabled for users who do not own the playlist, preventing unauthorized access to the Edit Form (BR28).";The Edit button is correctly hidden/disabled for users who do not own the playlist, preventing unauthorized access to the Edit Form (BR28).;Passed;Automation;BR28. Security Check: Ensures non-owners cannot see edit options. (Requires setup of a non-owned playlist.);Frontend
Music Search & Playback;FT10-002;Open Edit Form Successful (Owner) & Populate with Original Data;User is logged in, viewing a playlist whose  [OwnerID]  IS the  getCurrentUserUID() .;1;"Click the ""Edit"" button.";BR28: OpenEditForm() is triggered;The Edit Form opens successfully and is pre-populated with the playlist's current data (OriginalName, OriginalDesc, OriginalImage) (BR28).;The Edit Form opens successfully and is pre-populated with the playlist current data (OriginalName, OriginalDesc, OriginalImage) (BR28).;Passed;Automation;BR28 (Else). Happy Path: Confirms form access and data retrieval.;Frontend
Music Search & Playback;FT10-002;Open Edit Form Successful (Owner) & Populate with Original Data;User is logged in, viewing a playlist whose  [OwnerID]  IS the  getCurrentUserUID() .;2;Observe the fields in the opened Edit Form.;Form fields are populated with  [OriginalData] ;The Edit Form opens successfully and is pre-populated with the playlist's current data (OriginalName, OriginalDesc, OriginalImage) (BR28).;The Edit Form opens successfully and is pre-populated with the playlist current data (OriginalName, OriginalDesc, OriginalImage) (BR28).;Passed;Automation;BR28 (Else). Happy Path: Confirms form access and data retrieval.;Frontend
Music Search & Playback;FT10-003;Empty Playlist Name on Save - MSG_1;Edit Form open with OriginalData.;1;Clear the Playlist Name field OR replace it with only whitespace characters.;BR29: Input validation fails;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Passed;Automation;BR29.1 (Validation): Checks for  isEmpty(Name)  or  isOnlyWhitespace(Name)  (MSG_1).;Frontend
Music Search & Playback;FT10-003;Empty Playlist Name on Save - MSG_1;Edit Form open with OriginalData.;2;"Click ""Save"" button.";Submission prevented;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Passed;Automation;BR29.1 (Validation): Checks for  isEmpty(Name)  or  isOnlyWhitespace(Name)  (MSG_1).;Frontend
Music Search & Playback;FT10-003;Empty Playlist Name on Save - MSG_1;Edit Form open with OriginalData.;3;Observe UI.;MSG_1 is displayed, form stays open;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Validation error (MSG_1) is displayed (Name must not be empty or whitespace), and the form remains open.;Passed;Automation;BR29.1 (Validation): Checks for  isEmpty(Name)  or  isOnlyWhitespace(Name)  (MSG_1).;Frontend
Music Search & Playback;FT10-004;Playlist Name Too Long (> 50 chars) or Desc Too Long (> 200 chars) - MSG_16;Edit Form open with OriginalData.;1;Modify the Playlist Name to be more than 50 characters (or modify Description to be more than 200 characters).;BR29: Input validation fails;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Passed;Automation;BR29.2 (Validation): Checks for  length(Name) > 50  OR  length(Desc) > 200  (MSG_16). (Should be tested in separate sub-steps).;Frontend
Music Search & Playback;FT10-004;Playlist Name Too Long (> 50 chars) or Desc Too Long (> 200 chars) - MSG_16;Edit Form open with OriginalData.;2;"Click ""Save"" button.";Submission prevented;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Passed;Automation;BR29.2 (Validation): Checks for  length(Name) > 50  OR  length(Desc) > 200  (MSG_16). (Should be tested in separate sub-steps).;Frontend
Music Search & Playback;FT10-004;Playlist Name Too Long (> 50 chars) or Desc Too Long (> 200 chars) - MSG_16;Edit Form open with OriginalData.;3;Observe validation message.;MSG_16 is displayed, form stays open;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Validation error (MSG_16) is displayed (Name/Description too long), and the form remains open.;Passed;Automation;BR29.2 (Validation): Checks for  length(Name) > 50  OR  length(Desc) > 200  (MSG_16). (Should be tested in separate sub-steps).;Frontend
Music Search & Playback;FT10-005;No Changes Detected - MSG_24;Edit Form open with OriginalData.;1;Change NO data field (Name, Description, or Image). InputData == OriginalData.;BR29: Validation passes (Proceed to ChangeDetection);"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";Passed;Automation;BR30 (If). Change Detection: Confirms flow when all data remains the same.;Frontend/Backend
Music Search & Playback;FT10-005;No Changes Detected - MSG_24;Edit Form open with OriginalData.;2;"Click ""Save"" button.";BR30: Change Detection = FALSE;"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";Passed;Automation;BR30 (If). Change Detection: Confirms flow when all data remains the same.;Frontend/Backend
Music Search & Playback;FT10-005;No Changes Detected - MSG_24;Edit Form open with OriginalData.;3;Observe UI.;MSG_24 is displayed, then CloseForm();"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";"The system detects no changes between InputData and OriginalData (BR30), displays the ""No changes"" message (MSG_24), and closes the Edit Form (BR30).";Passed;Automation;BR30 (If). Change Detection: Confirms flow when all data remains the same.;Frontend/Backend
Music Search & Playback;FT10-006;Successful Update - Name/Description Change Only (No Image Change);Edit Form open with OriginalData.;1;Modify ONLY the Playlist Name and/or Description to a valid new value. (NewImageSelected = FALSE);BR30: Change Detection = TRUE (Proceed to DatabaseUpdate);The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;Passed;Automation;BR30 (Else) & BR31.1 & BR32. Happy Path: Confirms data change without image and UI synchronization.;Frontend/Backend
Music Search & Playback;FT10-006;Successful Update - Name/Description Change Only (No Image Change);Edit Form open with OriginalData.;2;"Click ""Save"" button.";BR31: UpdateDatabase is successful;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;Passed;Automation;BR30 (Else) & BR31.1 & BR32. Happy Path: Confirms data change without image and UI synchronization.;Frontend/Backend
Music Search & Playback;FT10-006;Successful Update - Name/Description Change Only (No Image Change);Edit Form open with OriginalData.;3;(Backend) Verify  [NewName]  and  [NewDescription]  are updated in DB.;BR31: Fields are updated;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;Passed;Automation;BR30 (Else) & BR31.1 & BR32. Happy Path: Confirms data change without image and UI synchronization.;Frontend/Backend
Music Search & Playback;FT10-006;Successful Update - Name/Description Change Only (No Image Change);Edit Form open with OriginalData.;4;Observe UI.;BR32: Update UI (NewName/NewDesc), CloseModal(), Display MSG_25;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;The database is updated with the new Name/Description (BR31), the UI is updated, the modal closes, and the success message (MSG_25) is displayed (BR32).;Passed;Automation;BR30 (Else) & BR31.1 & BR32. Happy Path: Confirms data change without image and UI synchronization.;Frontend/Backend
Music Search & Playback;FT10-007;Successful Update - Image Change (Image Upload/Replacement);Edit Form open with OriginalData, OriginalImage ([OldThumbnailURL]) exists.;1;Select a new image file (NewImageSelected = TRUE).;BR30: Change Detection = TRUE (Proceed to DatabaseUpdate);The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;Passed;Automation;BR30 (Else) & BR31.2 & BR32. Happy Path: Confirms image replacement logic. (Assumes image validation and upload from FT06 pass here).;Frontend/Backend
Music Search & Playback;FT10-007;Successful Update - Image Change (Image Upload/Replacement);Edit Form open with OriginalData, OriginalImage ([OldThumbnailURL]) exists.;2;"Click ""Save"" button.";BR31: UpdateDatabase is successful;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;Passed;Automation;BR30 (Else) & BR31.2 & BR32. Happy Path: Confirms image replacement logic. (Assumes image validation and upload from FT06 pass here).;Frontend/Backend
Music Search & Playback;FT10-007;Successful Update - Image Change (Image Upload/Replacement);Edit Form open with OriginalData, OriginalImage ([OldThumbnailURL]) exists.;3;(Backend) Verify the new image file replaces the old one.;BR31:  Replace Database ([OldThumbnailURL], [NewFile])  is successful;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;Passed;Automation;BR30 (Else) & BR31.2 & BR32. Happy Path: Confirms image replacement logic. (Assumes image validation and upload from FT06 pass here).;Frontend/Backend
Music Search & Playback;FT10-007;Successful Update - Image Change (Image Upload/Replacement);Edit Form open with OriginalData, OriginalImage ([OldThumbnailURL]) exists.;4;Observe UI.;BR32: Update UI (New Thumbnail), CloseModal(), Display MSG_25;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;The new image replaces the old one in the database/storage (BR31.2), the database is updated with the new thumbnail URL, and the success flow (BR32) is executed.;Passed;Automation;BR30 (Else) & BR31.2 & BR32. Happy Path: Confirms image replacement logic. (Assumes image validation and upload from FT06 pass here).;Frontend/Backend
